timestamp,region,service_type,usage_units,provisioned_capacity,cost_usd,availability_pct,cloud_spend_index,enterprise_demand_index,new_service_launch
2023-12-21 18:07:11,Us-East,Storage,9698.2,8000,3103.42,99.76,118.07,1.33,0
2024-03-02 20:10:40,europe north,Storage,9631.37,8000,3082.04,99.64,,1.14,0
2023-11-23 04:42:26,India-South,Compute,8697.05,10000,4174.58,99.78,98.45,1.13,1
2023-11-08 05:10:05,us west,Compute,10520.8,10000,5049.99,,128.17,1.3,0
2023-11-10 17:01:03,india-south,Storage,6425.15,8000,2056.05,99.36,129.68,0.96,0
2023-04-28 18:49:50,Europe-North,Storage,8700.55,8000,2784.17,99.56,121.87,0.87,0
2024-02-06 04:38:29,US-West,Storage,9107.5,8000,2914.4,99.78,115.03,1.0,0
2023-07-04 11:07:55,India-South,Storage,10177.39,8000,3256.76,99.58,113.29,1.33,0
2023-08-08 14:55:19,us-west,Compute,9739.33,10000,4674.88,99.59,113.17,1.15,0
2023-10-13 18:23:02,us-east,Compute,9826.25,10000,4716.6,99.91,120.71,1.29,0
2023-05-20 17:41:43,us-east,Storage,7201.47,8000,2304.47,99.48,101.73,0.83,0
2023-07-20 12:13:46,us-east,Compute,9783.04,10000,,99.66,,1.21,0
2024-03-24 16:40:35,US-West,Compute,7690.92,10000,3691.64,99.64,98.38,0.75,0
2024-03-28 14:41:10,Us-East,Storage,12640.82,8000,4045.06,99.5,110.38,1.32,0
2023-06-17 21:32:14,Europe-North,Storage,5541.26,8000,1773.2,99.37,90.29,0.79,0
2023-08-20 12:20:46,Us-East,Storage,4623.15,8000,1479.41,99.77,119.45,0.85,0
2023-01-13 02:25:38,Us-East,Compute,8687.54,10000,4170.02,99.99,119.23,0.8,0
2023-01-10 21:19:51,us-west,Compute,9135.35,10000,4384.97,99.56,95.86,1.04,0
2023-03-03 07:42:06,europe north,Compute,10651.56,10000,5112.75,99.9,124.2,0.75,0
2023-08-17 02:15:15,india-south,Compute,,10000,4519.21,99.58,123.72,1.1,0
2023-04-16 11:43:54,india south,Storage,10020.4,8000,3206.53,99.39,110.52,1.07,0
2023-11-03 02:17:26,europe-north,Compute,7452.08,10000,,99.68,128.86,0.96,0
2023-06-12 07:57:39,us west,Compute,14511.37,10000,6965.46,99.87,119.38,1.35,0
2023-01-13 05:34:49,india-south,Storage,9127.07,8000,2920.66,99.9,108.37,1.16,0
2023-06-26 22:15:57,india south,Compute,7867.46,10000,3776.38,99.85,90.55,1.04,0
2023-11-05 14:11:23,us-west,Storage,4988.11,8000,1596.2,99.93,102.47,0.93,0
2023-06-21 07:02:20,Europe-North,Storage,9250.3,8000,2960.1,99.69,102.91,1.24,0
2023-08-16 10:51:59,europe north,Storage,6402.86,8000,2048.91,99.76,108.09,1.19,0
2024-02-24 22:25:08,us-west,Compute,11219.83,10000,5385.52,,118.29,0.95,0
2023-06-27 06:55:11,Us-East,Compute,11801.97,10000,5664.95,99.53,100.28,1.32,0
2023-06-20 05:31:27,US-West,Compute,10637.35,10000,,99.56,123.34,0.9,0
2023-02-22 02:11:24,Us-East,Storage,8282.14,8000,2650.28,99.63,104.58,0.96,0
2023-01-23 18:31:24,europe north,Storage,6347.45,8000,2031.18,99.45,,0.83,0
2023-06-28 23:08:37,US-West,Compute,9902.28,10000,4753.1,99.42,95.48,1.26,0
2023-03-05 23:51:18,europe north,Storage,7668.53,8000,2453.93,99.94,115.95,0.87,0
2023-09-06 11:52:59,europe north,Compute,7067.28,10000,3392.3,99.6,118.66,0.96,0
2023-10-05 06:24:48,US-West,Compute,9396.43,10000,4510.28,99.37,116.18,1.2,1
2023-03-31 14:17:47,india-south,Compute,10730.08,10000,5150.44,99.87,121.93,0.81,0
2023-03-20 16:22:11,europe north,Compute,14253.82,10000,6841.84,99.94,113.74,1.15,0
2023-04-15 21:22:14,Us-East,Storage,6758.12,8000,2162.6,99.97,90.62,0.86,1
2023-02-10 09:23:28,india south,Storage,6332.16,8000,2026.29,99.74,94.95,0.79,0
2023-07-10 01:06:46,Us-East,Compute,8208.41,10000,3940.04,99.49,127.02,0.79,0
2023-10-29 12:59:41,india south,Compute,8086.89,10000,3881.71,99.96,114.59,1.16,0
2023-06-06 17:03:23,india south,Compute,9049.54,10000,4343.78,99.41,106.15,0.87,1
2023-07-19 07:04:06,Europe-North,Compute,9488.71,10000,4554.58,99.74,129.75,0.98,0
2023-10-30 01:51:40,Us-East,Storage,6055.2,8000,1937.67,99.84,123.59,0.97,0
2023-05-10 18:44:11,us-west,Compute,9473.77,10000,4547.41,99.93,122.9,0.78,0
2023-10-27 19:38:11,us-west,Storage,4126.64,8000,1320.52,99.51,109.5,0.82,0
2023-08-12 10:59:26,Europe-North,Compute,10426.42,10000,5004.68,99.97,122.68,1.06,1
2023-06-02 14:12:56,india-south,Compute,14752.29,10000,7081.1,99.31,102.18,1.33,1
2023-07-07 23:52:58,India-South,Storage,9954.95,8000,3185.58,99.78,129.74,1.28,0
2023-01-27 18:01:33,Europe-North,Compute,14115.42,10000,6775.4,99.78,116.78,1.29,0
2023-07-12 21:45:51,India-South,Storage,9813.75,8000,3140.4,99.76,126.81,1.18,0
2023-07-12 18:44:25,US-West,Compute,7805.8,10000,3746.78,99.39,115.11,0.84,0
2023-05-18 19:59:56,us-west,Compute,8193.2,10000,3932.74,99.39,95.43,0.89,0
2023-08-08 12:01:27,Us-East,Storage,6396.26,8000,2046.8,99.55,129.77,0.85,0
2023-06-08 21:58:19,us-west,Compute,11074.96,10000,5315.98,99.4,97.45,1.15,0
2023-04-19 00:31:40,india south,Compute,15737.14,10000,7553.83,99.76,128.25,1.12,0
2023-06-18 06:04:41,India-South,Compute,10860.01,10000,5212.81,99.8,,1.31,0
2023-09-15 11:21:17,us-west,Compute,7417.67,10000,3560.48,99.94,113.99,1.07,0
2023-02-23 12:35:54,Europe-North,Compute,12853.58,10000,6169.72,99.4,102.95,1.13,1
2024-03-02 03:54:07,Europe-North,Compute,10057.46,10000,4827.58,99.67,111.01,,1
2023-05-21 18:51:18,india-south,Compute,13323.03,10000,6395.05,99.64,124.47,1.11,0
2023-07-15 08:12:52,india south,Storage,8172.02,8000,2615.05,99.57,127.97,1.07,0
2023-01-03 21:37:35,us east,Compute,,10000,6615.91,99.5,128.27,1.23,0
2023-06-13 05:25:41,us-east,Storage,,8000,2781.34,99.38,115.38,1.11,0
2023-08-20 09:57:59,europe north,Compute,8166.71,10000,3920.02,99.54,124.94,0.99,0
2023-04-15 14:24:40,us-east,Storage,,8000,2577.16,99.68,117.68,0.81,0
2023-09-24 00:12:14,us-east,Compute,7313.33,10000,3510.4,99.71,118.2,1.08,0
2023-07-29 19:54:40,us-east,Compute,8391.89,10000,4028.11,99.48,98.58,1.13,0
2023-08-25 18:43:38,europe-north,Compute,7331.17,10000,3518.96,99.64,108.71,1.05,0
2023-06-28 08:20:00,europe-north,Storage,10526.93,8000,3368.62,99.96,129.4,1.16,1
2023-08-09 23:58:03,india south,Storage,4676.33,8000,1496.43,99.41,,0.83,0
2023-12-18 20:30:27,Europe-North,Storage,4884.17,8000,1562.94,99.54,90.75,0.88,0
2023-04-07 16:23:59,us east,Storage,13071.82,8000,4182.98,99.87,106.35,,1
2023-02-09 02:23:46,us west,Storage,8109.48,8000,2595.03,99.44,102.33,1.06,0
2023-02-23 15:40:21,europe-north,Compute,13735.64,10000,6593.11,99.58,115.73,1.07,0
2024-03-29 11:52:20,us-west,Storage,10555.96,8000,3377.91,99.79,107.97,1.18,0
2023-10-25 15:28:01,US-West,Compute,7287.35,10000,3497.93,99.46,108.35,1.1,0
2023-05-16 05:05:56,Europe-North,Compute,10878.01,10000,5221.44,99.63,102.7,1.01,0
2024-01-28 05:13:13,us west,Compute,15222.48,10000,7306.79,99.41,124.5,1.24,0
2023-03-16 09:40:54,us west,Compute,,10000,3355.93,99.77,91.58,,0
2023-01-19 15:02:05,Europe-North,Storage,7451.87,8000,2384.6,99.97,115.0,0.89,0
2023-02-17 19:17:12,India-South,Storage,8668.29,8000,2773.85,99.98,90.49,1.11,1
2024-01-31 03:38:32,india-south,Compute,8993.96,10000,4317.1,99.47,107.71,0.88,0
2023-03-03 03:15:42,india-south,Compute,8006.51,10000,3843.12,,91.17,0.88,0
2023-04-08 22:54:44,india-south,Storage,9685.77,8000,3099.45,99.91,102.18,1.12,0
2023-10-15 02:33:58,US-West,Storage,4269.6,8000,1366.27,99.35,101.67,0.89,0
2023-07-26 11:04:56,US-West,Compute,7363.95,10000,3534.7,99.7,,0.94,0
2023-01-24 15:36:21,europe-north,Storage,6628.69,8000,2121.18,99.5,102.13,0.91,0
2023-05-07 07:34:22,india south,Storage,13437.96,8000,4300.15,99.71,128.55,1.31,0
2023-11-16 03:52:38,Europe-North,Compute,8005.32,10000,3842.55,99.73,112.72,1.02,1
2023-12-01 18:50:41,us-west,Storage,6934.23,8000,2218.95,99.63,98.21,1.22,0
2023-03-23 08:24:22,us-west,Storage,6414.67,8000,2052.7,99.78,93.66,0.85,0
2023-03-30 02:10:44,Us-East,Storage,6762.52,8000,2164.01,99.59,91.77,0.84,1
2023-02-02 06:24:45,india south,Compute,9174.91,10000,4403.96,99.73,112.13,0.79,0
2023-04-11 23:01:50,Europe-North,Storage,11714.51,8000,3748.64,99.37,114.7,1.21,0
2023-06-24 00:33:57,India-South,Storage,9803.38,8000,3137.08,99.51,118.63,1.21,0
2023-09-03 14:16:33,us-east,Compute,5691.77,10000,2732.05,,106.48,0.79,0
2024-03-13 05:03:30,India-South,Compute,11443.55,10000,5492.91,99.36,109.5,0.93,0
2023-07-14 00:35:30,europe-north,Storage,7349.25,8000,2351.76,99.57,126.56,0.96,0
2023-01-27 01:51:09,Europe-North,Storage,12075.79,8000,3864.25,99.67,128.96,1.09,1
2024-01-13 07:20:55,US-West,Compute,9936.85,10000,4769.69,99.47,103.0,1.06,0
2023-01-14 00:39:43,us east,Compute,9023.19,10000,4331.13,99.35,92.91,1.04,0
2023-12-28 17:10:27,Europe-North,Storage,8697.7,8000,2783.27,99.96,96.75,1.31,0
2024-03-24 18:44:39,europe north,Storage,5700.33,8000,1824.11,99.5,92.78,0.78,0
2023-09-21 10:40:52,us east,Storage,6604.97,8000,2113.59,99.89,122.43,1.07,0
2023-08-13 06:49:08,india south,Compute,10652.32,10000,,99.66,119.3,1.26,0
2024-01-04 02:48:47,US-West,Storage,8869.92,8000,2838.38,99.31,121.41,1.06,0
2023-08-30 01:03:14,us-west,Compute,6466.94,10000,3104.13,99.78,98.61,0.87,1
2023-03-04 19:19:16,us west,Storage,14111.83,8000,4515.79,99.48,119.47,1.26,1
2023-05-01 00:19:01,us west,Compute,13887.95,10000,6666.21,99.92,97.66,1.27,0
2023-02-03 21:10:31,india-south,Storage,5848.24,8000,1871.44,99.81,102.62,0.83,0
2024-01-31 00:53:25,us-west,Compute,13950.53,10000,6696.26,,95.48,1.31,1
2023-11-13 14:27:22,us-west,Compute,6029.72,10000,2894.26,,101.27,0.87,1
2024-01-30 16:44:52,us west,Compute,11450.59,10000,5496.29,99.4,,0.91,0
2023-12-11 04:06:30,us east,Compute,6356.51,10000,3051.12,99.68,93.77,0.8,0
2024-02-29 04:50:59,us-east,Compute,10510.97,10000,5045.27,99.34,121.67,0.86,0
2023-11-16 20:08:29,europe-north,Storage,5089.65,8000,1628.69,99.4,98.98,0.97,0
2023-05-05 08:13:25,US-West,Storage,7333.38,8000,2346.68,,90.1,0.98,0
2023-02-18 04:37:02,India-South,Storage,12321.09,8000,3942.75,99.33,111.75,1.33,0
2023-07-15 15:10:45,india south,Compute,7154.52,10000,3434.17,99.91,99.85,0.89,0
2023-06-27 21:24:09,india south,Storage,5555.24,8000,1777.68,99.93,116.84,0.79,0
2023-08-08 08:25:06,us-west,Storage,6689.83,8000,2140.75,99.89,114.95,1.17,0
2023-11-10 16:37:18,us-west,Compute,7830.46,10000,3758.62,,129.41,0.96,0
2023-09-05 08:09:13,us west,Compute,7464.67,10000,3583.04,99.73,102.48,1.21,0
2023-04-12 22:21:46,india south,Compute,11014.2,10000,5286.82,99.83,98.51,0.97,0
2023-12-11 12:46:20,Europe-North,Storage,10109.47,8000,3235.03,99.98,126.66,1.3,0
2024-01-18 00:22:04,india south,Compute,7667.87,10000,3680.58,99.4,,0.85,0
2023-11-15 22:26:41,us-west,Compute,6859.15,10000,3292.39,99.68,99.73,1.09,0
2023-11-22 14:08:17,india-south,Compute,9235.94,10000,4433.25,99.32,122.7,1.17,0
2023-12-06 05:15:49,india-south,Compute,7793.91,10000,3741.08,99.74,103.94,0.87,1
2023-07-07 17:40:16,us-east,Compute,,10000,4315.91,99.32,126.36,0.85,0
2023-09-01 19:27:34,india south,Storage,4152.39,8000,1328.77,99.31,92.77,0.84,0
2023-04-30 08:10:25,europe-north,Compute,14455.42,10000,6938.6,99.39,107.59,1.29,0
2023-08-08 06:07:09,us east,Compute,11754.95,10000,,99.5,129.41,1.28,0
2023-05-18 21:43:22,Europe-North,Storage,9670.85,8000,3094.67,99.45,102.84,1.14,0
2024-01-19 04:53:45,europe north,Storage,6637.86,8000,2124.12,99.44,93.53,1.09,0
2023-06-15 21:53:09,US-West,Compute,,10000,5049.05,99.61,124.19,0.95,0
2023-03-06 11:36:36,Europe-North,Compute,9629.09,10000,4621.96,,108.66,0.79,1
2023-01-21 14:20:23,US-West,Storage,7956.8,8000,2546.18,99.82,102.39,1.06,0
2023-11-26 04:26:13,europe-north,Compute,8221.66,10000,3946.4,99.67,105.65,1.04,0
2024-03-06 04:56:12,us-west,Compute,9873.89,10000,4739.47,99.98,94.55,0.91,0
2023-12-03 00:22:18,europe north,Compute,8751.41,10000,4200.68,99.91,101.11,1.18,0
2023-08-08 15:02:28,europe north,Compute,9493.05,10000,4556.67,99.49,108.15,1.25,0
2023-08-12 06:52:35,us east,Compute,10036.49,10000,4817.52,99.69,106.99,1.35,0
2023-06-05 19:19:24,us east,Compute,10662.15,10000,5117.83,99.4,118.53,0.85,1
2023-03-07 08:48:53,us west,Compute,11071.69,10000,5314.41,99.75,114.41,0.86,0
2023-10-08 08:26:54,india-south,Compute,8136.25,10000,3905.4,99.65,100.37,1.26,1
2023-10-11 12:05:36,us-west,Compute,,10000,2537.6,99.41,91.8,0.99,0
2023-11-11 09:29:00,europe-north,Storage,5956.71,8000,1906.15,99.85,101.49,1.07,1
2023-11-16 15:47:39,india south,Storage,3443.21,8000,1101.83,99.71,96.35,0.81,0
2023-12-09 08:09:53,us-east,Compute,,10000,3906.82,99.72,127.86,0.9,0
2024-03-03 15:15:22,europe north,Compute,9321.86,10000,4474.5,99.4,99.02,,0
2023-03-26 18:55:09,india-south,Compute,12808.4,10000,6148.03,99.62,124.57,,0
2024-01-23 06:00:33,india south,Compute,9925.0,10000,,99.64,104.7,1.0,0
2024-02-08 12:44:03,india south,Compute,7794.99,10000,,99.59,103.15,0.8,0
2023-09-24 01:40:52,India-South,Storage,6282.36,8000,2010.36,99.44,120.68,1.16,0
2023-11-14 17:57:08,us-west,Storage,5848.08,8000,1871.39,,,1.04,0
2023-05-16 16:37:16,US-West,Compute,16509.64,10000,7924.63,99.77,,1.26,0
2023-08-04 21:51:06,india-south,Compute,11574.32,10000,5555.67,99.45,125.21,1.33,0
2023-01-18 10:43:43,india-south,Storage,5798.39,8000,1855.48,99.71,112.39,0.81,0
2023-03-11 09:14:19,europe north,Compute,14007.15,10000,6723.43,99.48,99.34,1.32,0
2023-06-10 20:44:26,india-south,Storage,6073.94,8000,,99.36,121.36,0.76,0
2024-01-23 16:20:10,India-South,Compute,13136.13,10000,,99.67,120.61,1.19,0
2024-01-04 01:46:56,Us-East,Compute,12857.0,10000,6171.36,99.46,118.2,1.19,0
2023-12-15 01:51:51,India-South,Storage,5815.25,8000,,99.58,105.04,0.83,0
2023-01-14 14:42:05,us-west,Compute,7289.88,10000,3499.14,99.96,102.91,0.79,0
2023-07-10 22:48:31,US-West,Storage,6356.91,8000,2034.21,99.98,119.2,0.86,0
2023-10-17 12:20:45,us-east,Compute,8824.62,10000,4235.82,99.89,120.74,1.27,0
2023-10-01 15:49:55,us west,Storage,6386.07,8000,2043.54,99.55,,1.2,0
2023-08-14 02:06:45,india south,Storage,7223.03,8000,2311.37,99.94,114.3,,0
2023-02-09 11:51:13,europe north,Compute,12444.26,10000,,99.51,,1.34,0
2023-04-06 10:53:54,US-West,Compute,9386.79,10000,4505.66,99.35,100.82,0.81,1
2023-12-21 20:17:34,us west,Storage,8001.47,8000,2560.47,99.49,113.17,1.1,0
2024-03-18 15:10:20,US-West,Compute,17735.32,10000,8512.95,99.59,128.68,1.1,1
2023-05-10 22:57:48,india south,Storage,8022.86,8000,2567.31,99.87,94.66,0.96,0
2023-05-04 02:08:06,Us-East,Compute,16080.14,10000,7718.47,99.76,122.41,1.23,0
2023-09-29 11:09:42,india south,Compute,9373.12,10000,4499.1,99.77,117.04,1.35,0
2024-02-01 13:58:14,Us-East,Compute,8294.38,10000,3981.3,99.77,92.66,0.9,0
2024-01-21 00:44:55,US-West,Compute,11150.98,10000,5352.47,99.74,95.34,1.1,1
2023-01-28 07:37:30,us-west,Storage,6329.55,8000,2025.46,99.84,94.22,0.78,1
2023-05-02 15:14:10,europe north,Storage,5938.53,8000,1900.33,99.83,107.42,0.75,0
2023-12-17 22:29:55,us east,Compute,10487.59,10000,5034.04,99.73,122.95,1.05,0
2023-11-21 16:49:43,India-South,Compute,8114.63,10000,3895.02,99.66,115.59,1.1,0
2023-05-02 06:30:46,india south,Storage,8855.61,8000,2833.79,99.82,103.92,1.11,0
2023-05-21 11:27:23,us-west,Compute,9850.28,10000,4728.14,99.33,102.31,0.98,0
2023-11-10 12:01:57,Us-East,Storage,7431.72,8000,2378.15,99.31,105.78,1.34,0
2024-03-11 23:16:14,US-West,Storage,5229.16,8000,1673.33,99.55,90.72,0.75,0
2023-07-14 05:21:32,US-West,Compute,10866.65,10000,5215.99,99.44,98.64,1.3,0
2023-04-04 16:50:04,Europe-North,Storage,14578.44,8000,4665.1,99.95,121.76,1.26,1
2023-01-02 10:57:45,Us-East,Storage,11442.92,8000,3661.74,99.85,129.24,,0
2023-08-08 05:09:42,us-west,Compute,8955.3,10000,4298.54,99.72,106.24,1.16,0
2023-04-20 07:04:34,india south,Storage,7807.77,8000,2498.49,99.38,108.51,0.87,0
2023-06-02 04:01:45,Us-East,Storage,7745.67,8000,2478.61,99.5,92.79,1.16,0
2023-07-18 03:51:48,us east,Compute,11362.06,10000,5453.79,99.31,108.85,1.16,1
2024-03-18 04:32:37,india-south,Storage,15140.13,8000,4844.84,99.58,124.49,1.34,1
2023-04-12 01:42:33,US-West,Storage,10363.29,8000,3316.25,99.56,90.87,1.35,0
2024-01-05 08:52:47,europe north,Compute,10437.41,10000,5009.96,99.5,116.05,1.01,0
2023-04-25 20:34:33,US-West,Storage,10284.33,8000,3290.98,99.96,105.88,1.24,0
2023-02-16 11:30:59,Us-East,Compute,13726.34,10000,6588.64,99.48,125.93,1.04,0
2023-10-18 02:08:08,us-west,Storage,7973.8,8000,2551.61,99.78,123.15,1.18,1
2023-08-13 20:58:38,us-east,Storage,8831.43,8000,2826.06,99.47,,1.34,0
2023-09-16 04:30:00,india south,Storage,5796.17,8000,1854.77,99.96,110.45,1.08,0
2023-09-02 06:27:57,Us-East,Storage,5194.06,8000,1662.1,99.55,113.82,1.02,0
2023-01-23 14:07:04,us west,Compute,11083.65,10000,5320.15,99.32,,1.23,0
2023-03-08 15:04:21,europe-north,Storage,12324.59,8000,3943.87,99.44,117.78,1.33,0
2023-10-05 22:04:23,Europe-North,Storage,5960.47,8000,1907.35,99.33,105.08,1.3,0
2024-03-26 02:06:57,us east,Storage,9920.29,8000,3174.49,99.92,110.43,0.93,1
2023-12-08 19:44:31,us-west,Compute,6402.26,10000,3073.09,99.5,111.03,0.83,0
2023-06-26 13:04:36,Europe-North,Compute,6798.69,10000,3263.37,99.98,100.93,0.77,0
2023-01-25 12:09:09,us-east,Storage,6317.64,8000,2021.64,99.36,97.43,0.91,0
2023-12-16 03:32:47,india south,Compute,8275.4,10000,3972.19,99.38,91.29,1.24,0
2023-10-19 14:14:43,india-south,Storage,4231.97,8000,,,123.59,0.85,0
2023-11-20 07:29:48,us west,Compute,9970.41,10000,4785.79,99.35,118.34,1.16,0
2023-06-14 09:57:15,Europe-North,Compute,9433.8,10000,4528.22,99.8,94.04,1.14,0
2023-05-15 17:36:46,india-south,Compute,12171.17,10000,5842.16,99.88,105.38,,0
2023-10-08 14:50:25,europe-north,Storage,4456.46,8000,1426.07,99.31,117.78,0.8,0
2023-01-05 00:49:00,Europe-North,Compute,9772.24,10000,,99.89,125.49,0.76,1
2023-08-22 05:36:59,US-West,Storage,6497.54,8000,2079.21,99.52,114.5,1.19,0
2023-06-16 15:26:56,Us-East,Storage,5725.69,8000,1832.22,99.98,102.26,0.85,0
2024-03-25 22:46:36,india-south,Storage,8761.2,8000,2803.58,99.75,123.14,0.9,0
2024-01-02 06:40:44,us-west,Storage,6582.18,8000,2106.3,99.41,92.16,1.06,0
2023-01-27 15:35:07,Us-East,Storage,9239.36,8000,2956.59,99.62,118.49,1.13,0
2023-07-16 16:27:08,india-south,Compute,9642.26,10000,4628.29,99.52,129.27,0.97,0
2023-02-01 08:30:37,US-West,Storage,12481.84,8000,3994.19,99.35,129.08,1.32,0
2023-03-30 07:40:52,us east,Storage,9332.49,8000,2986.4,99.56,90.04,1.29,0
2023-09-07 04:44:49,india south,Compute,6684.12,10000,3208.38,99.97,129.3,0.78,0
2023-10-13 21:38:06,us-west,Storage,4545.59,8000,1454.59,99.91,110.93,0.86,0
2023-10-25 16:59:21,India-South,Compute,5365.51,10000,2575.45,99.53,101.71,0.89,0
2023-02-12 23:55:36,Europe-North,Compute,8732.22,10000,4191.47,99.45,90.18,0.99,0
2023-04-01 13:10:42,Us-East,Compute,15209.43,10000,,99.94,118.76,1.16,0
2023-11-19 10:22:39,Us-East,Compute,6315.11,10000,3031.25,99.47,121.26,0.77,0
2023-09-03 23:25:33,us east,Compute,8420.81,10000,4041.99,99.63,129.52,1.06,0
2024-01-07 00:38:17,us west,Compute,10599.05,10000,,,92.16,1.31,0
2023-09-23 03:25:09,us-east,Storage,6057.44,8000,1938.38,99.69,126.91,0.98,0
2023-05-03 04:10:20,us west,Compute,10248.21,10000,4919.14,99.74,129.3,0.79,0
2024-03-07 02:49:09,europe north,Compute,14300.71,10000,6864.34,99.32,120.2,1.05,0
2023-09-13 10:44:31,europe north,Storage,6757.12,8000,2162.28,99.88,105.61,1.26,0
2024-03-14 14:02:31,Us-East,Storage,11364.55,8000,3636.66,99.62,112.14,1.19,0
2023-06-30 23:13:44,us-west,Compute,8964.35,10000,4302.89,99.98,104.03,1.04,0
2024-03-03 23:24:41,us-east,Compute,11964.58,10000,,99.85,117.79,0.93,0
2024-03-09 22:23:07,us-east,Compute,16112.28,10000,7733.89,99.53,115.99,1.31,0
2023-03-23 21:02:10,India-South,Storage,12902.87,8000,4128.92,99.81,129.79,1.19,0
2023-11-26 12:42:52,Us-East,Compute,6917.81,10000,3320.55,99.98,112.6,,0
2023-05-12 05:40:06,US-West,Storage,9902.09,8000,3168.67,99.48,95.83,1.32,0
2023-08-16 13:05:58,india south,Compute,8275.31,10000,3972.15,99.45,120.26,1.01,0
2023-01-20 11:36:39,US-West,Storage,6386.57,8000,2043.7,99.33,104.99,0.85,1
2023-04-08 09:34:49,us west,Storage,9572.26,8000,3063.12,99.92,91.78,1.22,0
2023-02-01 21:32:41,Us-East,Compute,16030.43,10000,7694.61,99.59,122.59,1.28,0
2023-03-24 11:14:58,india south,Compute,16524.3,10000,7931.66,99.55,113.76,1.19,1
2023-02-04 23:44:09,us-east,Storage,8955.08,8000,2865.63,99.56,98.99,1.19,0
2023-10-26 11:12:27,india south,Compute,7296.4,10000,3502.27,99.55,101.62,1.14,0
2023-07-08 10:45:39,US-West,Compute,5874.94,10000,2819.97,99.86,93.59,0.78,0
2023-10-14 23:11:44,India-South,Compute,5804.3,10000,2786.07,99.69,103.61,0.97,0
2023-08-26 09:48:39,india south,Compute,8056.33,10000,3867.04,99.82,121.13,1.01,0
2024-03-02 01:10:55,india-south,Storage,12144.63,8000,3886.28,99.8,114.73,1.29,0
2023-02-26 03:02:57,europe north,Compute,12003.03,10000,5761.45,99.38,121.14,0.93,0
2023-03-30 12:46:11,us-west,Storage,12904.71,8000,4129.51,99.92,127.15,1.23,0
2023-10-11 22:22:19,us east,Storage,,8000,2119.45,99.43,105.59,1.31,0
2023-09-09 05:47:35,Europe-North,Storage,3390.51,8000,1084.96,99.91,99.98,0.86,0
2023-07-29 02:31:56,europe north,Storage,7315.7,8000,2341.03,99.49,126.88,0.96,0
2023-12-01 15:28:33,US-West,Storage,6599.88,8000,2111.96,,119.34,0.98,0
2024-01-13 03:02:51,europe north,Compute,9179.69,10000,4406.25,99.98,119.93,0.82,0
2023-01-30 14:45:07,india south,Compute,10155.46,10000,4874.62,99.46,92.58,1.09,0
2024-02-04 05:37:04,us west,Storage,6503.22,8000,2081.03,99.53,94.9,0.93,0
2023-08-31 16:21:32,india south,Storage,5185.7,8000,1659.43,99.72,109.3,0.94,0
2023-07-20 07:08:31,Us-East,Storage,5523.2,8000,1767.42,99.99,99.33,0.87,1
2023-12-05 06:21:47,india south,Compute,8847.33,10000,4246.72,99.71,94.54,1.23,0
2023-05-23 10:40:04,india-south,Compute,13012.18,10000,6245.85,,97.26,1.18,1
2023-05-28 13:14:50,india south,Storage,9310.65,8000,2979.41,,123.72,1.06,0
2023-06-26 00:13:26,us west,Compute,7013.67,10000,3366.56,99.73,102.19,0.81,0
2023-10-12 20:51:22,us east,Storage,6981.22,8000,2233.99,,117.24,1.29,1
2023-07-22 02:29:11,europe-north,Storage,5396.32,8000,1726.82,99.33,91.89,0.96,0
2023-10-17 22:25:16,India-South,Compute,9702.65,10000,4657.27,99.91,120.02,1.28,0
2023-09-10 12:31:52,Europe-North,Compute,8507.87,10000,4083.78,99.5,126.75,1.05,0
2023-11-26 18:41:40,us-east,Compute,10479.66,10000,5030.24,99.36,,1.3,0
2023-03-04 23:46:20,US-West,Compute,13159.81,10000,6316.71,99.91,102.17,1.03,1
2023-01-20 15:50:18,us-west,Compute,8019.71,10000,3849.46,99.31,95.97,0.91,0
2024-02-01 03:23:49,us east,Storage,6794.46,8000,2174.23,99.87,119.94,0.8,0
2024-01-24 08:17:13,us-east,Storage,8033.21,8000,2570.63,99.93,90.86,1.32,0
2023-01-23 04:06:05,india-south,Storage,8622.63,8000,2759.24,99.81,101.49,1.17,0
2023-04-07 11:27:13,us west,Storage,8671.23,8000,2774.79,99.65,122.32,0.82,1
2023-09-06 09:27:32,us-east,Storage,5874.68,8000,1879.9,99.52,113.76,1.2,0
2023-07-27 07:46:19,us west,Storage,5099.45,8000,1631.82,99.95,95.04,1.01,0
2023-03-03 23:00:40,US-West,Storage,7021.08,8000,2246.74,99.37,96.06,0.9,0
2023-11-15 01:01:55,Europe-North,Compute,6354.56,10000,3050.19,99.45,128.32,0.79,0
2023-09-26 03:00:22,us west,Storage,4231.01,8000,1353.92,99.87,106.12,0.89,0
2023-08-05 18:10:47,Europe-North,Storage,7063.43,8000,2260.3,99.58,122.93,0.98,0
2024-03-23 23:17:40,us-west,Compute,10304.2,10000,4946.02,99.55,,0.8,0
2024-02-25 05:56:20,us-east,Storage,8002.64,8000,2560.84,99.63,107.92,0.94,0
2023-06-26 15:27:06,US-West,Storage,6541.51,8000,,99.77,124.04,0.79,0
2023-03-09 10:33:08,us-west,Compute,12214.99,10000,5863.2,99.43,,1.18,0
2023-12-20 06:00:58,us-east,Storage,6171.27,8000,1974.81,99.66,110.26,0.84,0
